path,type,git_state,likely_phase,keep_status,reason,recommended_destination
experiments/13_evolvable_action_strategies/results/audit_delta_exploit_mass.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results/audit_delta_exploit_mass.svg
experiments/13_evolvable_action_strategies/results/raw,result,tracked,experiments_13_18,archive_candidate,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results/raw
experiments/13_evolvable_action_strategies/results/report.md,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results/report.md
experiments/13_evolvable_action_strategies/results/run_manifest.json,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results/run_manifest.json
experiments/13_evolvable_action_strategies/results/validation_report.md,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results/validation_report.md
experiments/13_evolvable_action_strategies/results/w2_capture_by_policy.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results/w2_capture_by_policy.svg
experiments/13_evolvable_action_strategies/results/w2_exploit_mass_by_policy.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results/w2_exploit_mass_by_policy.svg
experiments/13_evolvable_action_strategies/results_14,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_14
experiments/13_evolvable_action_strategies/results_14/perturbation_pass_rate.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_14/perturbation_pass_rate.svg
experiments/13_evolvable_action_strategies/results_14/raw,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_14/raw
experiments/13_evolvable_action_strategies/results_14/report.md,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_14/report.md
experiments/13_evolvable_action_strategies/results_14/run_manifest.json,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_14/run_manifest.json
experiments/13_evolvable_action_strategies/results_14/seed_permanence_ci_lower.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_14/seed_permanence_ci_lower.svg
experiments/13_evolvable_action_strategies/results_14/validation_report.md,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_14/validation_report.md
experiments/13_evolvable_action_strategies/results_14/w6_action_ablation_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_14/w6_action_ablation_permanence.svg
experiments/13_evolvable_action_strategies/results_15,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_15
experiments/13_evolvable_action_strategies/results_15/best_permanence_by_family.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_15/best_permanence_by_family.svg
experiments/13_evolvable_action_strategies/results_15/classification_best_capture.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_15/classification_best_capture.svg
experiments/13_evolvable_action_strategies/results_15/part_a_best_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_15/part_a_best_permanence.svg
experiments/13_evolvable_action_strategies/results_15/raw,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_15/raw
experiments/13_evolvable_action_strategies/results_15/report.md,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_15/report.md
experiments/13_evolvable_action_strategies/results_15/run_manifest.json,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_15/run_manifest.json
experiments/13_evolvable_action_strategies/results_15/validation_report.md,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_15/validation_report.md
experiments/13_evolvable_action_strategies/results_16,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16
experiments/13_evolvable_action_strategies/results_16/W3_catastrophe_ambiguity_action_channel_cost_scale_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W3_catastrophe_ambiguity_action_channel_cost_scale_permanence.svg
experiments/13_evolvable_action_strategies/results_16/W3_catastrophe_ambiguity_adversarial_gaps.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W3_catastrophe_ambiguity_adversarial_gaps.svg
experiments/13_evolvable_action_strategies/results_16/W3_catastrophe_ambiguity_adversarial_pressure_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W3_catastrophe_ambiguity_adversarial_pressure_permanence.svg
experiments/13_evolvable_action_strategies/results_16/W3_catastrophe_ambiguity_mutation_rate_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W3_catastrophe_ambiguity_mutation_rate_permanence.svg
experiments/13_evolvable_action_strategies/results_16/W4_scavenger_catastrophe_action_channel_cost_scale_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W4_scavenger_catastrophe_action_channel_cost_scale_permanence.svg
experiments/13_evolvable_action_strategies/results_16/W4_scavenger_catastrophe_adversarial_gaps.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W4_scavenger_catastrophe_adversarial_gaps.svg
experiments/13_evolvable_action_strategies/results_16/W4_scavenger_catastrophe_adversarial_pressure_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W4_scavenger_catastrophe_adversarial_pressure_permanence.svg
experiments/13_evolvable_action_strategies/results_16/W4_scavenger_catastrophe_mutation_rate_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W4_scavenger_catastrophe_mutation_rate_permanence.svg
experiments/13_evolvable_action_strategies/results_16/W6_mutation_corridor_action_channel_cost_scale_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W6_mutation_corridor_action_channel_cost_scale_permanence.svg
experiments/13_evolvable_action_strategies/results_16/W6_mutation_corridor_adversarial_gaps.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W6_mutation_corridor_adversarial_gaps.svg
experiments/13_evolvable_action_strategies/results_16/W6_mutation_corridor_adversarial_pressure_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W6_mutation_corridor_adversarial_pressure_permanence.svg
experiments/13_evolvable_action_strategies/results_16/W6_mutation_corridor_mutation_rate_permanence.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/W6_mutation_corridor_mutation_rate_permanence.svg
experiments/13_evolvable_action_strategies/results_16/boundary_atlas.md,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/boundary_atlas.md
experiments/13_evolvable_action_strategies/results_16/boundary_summary.svg,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/boundary_summary.svg
experiments/13_evolvable_action_strategies/results_16/raw,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/raw
experiments/13_evolvable_action_strategies/results_16/run_manifest.json,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/run_manifest.json
experiments/13_evolvable_action_strategies/results_16/sensitivity_report.md,result,tracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/13_evolvable_action_strategies/results_16/sensitivity_report.md
experiments/13_evolvable_action_strategies/run.py,code,tracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/13_evolvable_action_strategies/run.py
experiments/13_evolvable_action_strategies/run14.py,code,tracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/13_evolvable_action_strategies/run14.py
experiments/13_evolvable_action_strategies/run15.py,code,tracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/13_evolvable_action_strategies/run15.py
experiments/13_evolvable_action_strategies/run16.py,code,tracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/13_evolvable_action_strategies/run16.py
experiments/14_dsl_core,experiment,untracked+ignored,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core
experiments/14_dsl_core/.pytest_cache,archive,ignored,experiments_13_18,delete_candidate,generated interpreter/test cache; not research evidence,no destination; remove from working tree after approval or keep ignored locally
experiments/14_dsl_core/EXPERIMENTS.md,memo,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/EXPERIMENTS.md
experiments/14_dsl_core/SPEC-v0.4.md,experiment,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/SPEC-v0.4.md
experiments/14_dsl_core/SPEC-v0.42.md,experiment,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/SPEC-v0.42.md
experiments/14_dsl_core/venv,archive,untracked+ignored,experiments_13_18,delete_candidate,"local Python environment; should be regenerated, not versioned",no destination; remove from working tree after approval or keep ignored locally
experiments/14_dsl_core/worldcore,experiment,untracked+ignored,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore
experiments/14_dsl_core/worldcore/.gitignore,config,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/.gitignore
experiments/14_dsl_core/worldcore/README.md,memo,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/README.md
experiments/14_dsl_core/worldcore/__init__.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/__init__.py
experiments/14_dsl_core/worldcore/outputs/.gitkeep,result,untracked,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/.gitkeep
experiments/14_dsl_core/worldcore/outputs/capacity_curve.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/capacity_curve.csv
experiments/14_dsl_core/worldcore/outputs/capacity_curve.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/capacity_curve.png
experiments/14_dsl_core/worldcore/outputs/capacity_diagnostics.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/capacity_diagnostics.png
experiments/14_dsl_core/worldcore/outputs/capacity_summary.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/capacity_summary.json
experiments/14_dsl_core/worldcore/outputs/closure,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/closure
experiments/14_dsl_core/worldcore/outputs/closure_graph_metrics.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/closure_graph_metrics.csv
experiments/14_dsl_core/worldcore/outputs/closure_proof_novelty.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/closure_proof_novelty.csv
experiments/14_dsl_core/worldcore/outputs/closure_statistics.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/closure_statistics.csv
experiments/14_dsl_core/worldcore/outputs/complexity_distribution.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/complexity_distribution.csv
experiments/14_dsl_core/worldcore/outputs/correlations.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/correlations.csv
experiments/14_dsl_core/worldcore/outputs/decision_H2.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/decision_H2.json
experiments/14_dsl_core/worldcore/outputs/decision_gate.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/decision_gate.json
experiments/14_dsl_core/worldcore/outputs/difficulty_audit.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/difficulty_audit.csv
experiments/14_dsl_core/worldcore/outputs/difficulty_distribution.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/difficulty_distribution.csv
experiments/14_dsl_core/worldcore/outputs/diversity_explanation.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/diversity_explanation.json
experiments/14_dsl_core/worldcore/outputs/experiment_summary.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/experiment_summary.csv
experiments/14_dsl_core/worldcore/outputs/extractor_coverage.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/extractor_coverage.csv
experiments/14_dsl_core/worldcore/outputs/fld_accuracy_by_depth.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/fld_accuracy_by_depth.csv
experiments/14_dsl_core/worldcore/outputs/fld_accuracy_by_depth.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/fld_accuracy_by_depth.png
experiments/14_dsl_core/worldcore/outputs/fld_sanity_summary.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/fld_sanity_summary.json
experiments/14_dsl_core/worldcore/outputs/forced_length_summary.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/forced_length_summary.csv
experiments/14_dsl_core/worldcore/outputs/forced_rejection_report.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/forced_rejection_report.csv
experiments/14_dsl_core/worldcore/outputs/kolmogorov_diagnostics.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/kolmogorov_diagnostics.json
experiments/14_dsl_core/worldcore/outputs/kolmogorov_report.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/kolmogorov_report.json
experiments/14_dsl_core/worldcore/outputs/label_distribution.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/label_distribution.json
experiments/14_dsl_core/worldcore/outputs/learnability_curve.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/learnability_curve.csv
experiments/14_dsl_core/worldcore/outputs/memorization_analysis.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/memorization_analysis.json
experiments/14_dsl_core/worldcore/outputs/negative_control_ood.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/negative_control_ood.csv
experiments/14_dsl_core/worldcore/outputs/negative_control_ood.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/negative_control_ood.png
experiments/14_dsl_core/worldcore/outputs/negative_control_summary.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/negative_control_summary.json
experiments/14_dsl_core/worldcore/outputs/novelty_comparison.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/novelty_comparison.png
experiments/14_dsl_core/worldcore/outputs/novelty_curve.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/novelty_curve.csv
experiments/14_dsl_core/worldcore/outputs/novelty_vs_learnability.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/novelty_vs_learnability.png
experiments/14_dsl_core/worldcore/outputs/ood_depth_accuracy.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/ood_depth_accuracy.png
experiments/14_dsl_core/worldcore/outputs/ood_split_validation.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/ood_split_validation.json
experiments/14_dsl_core/worldcore/outputs/openendedness_summary.json,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/openendedness_summary.json
experiments/14_dsl_core/worldcore/outputs/proof_metrics.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/proof_metrics.csv
experiments/14_dsl_core/worldcore/outputs/proof_novelty_curve.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/proof_novelty_curve.csv
experiments/14_dsl_core/worldcore/outputs/proof_opportunities.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/proof_opportunities.csv
experiments/14_dsl_core/worldcore/outputs/proof_opportunity_summary.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/proof_opportunity_summary.csv
experiments/14_dsl_core/worldcore/outputs/proof_saturation.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/proof_saturation.png
experiments/14_dsl_core/worldcore/outputs/proof_shape_counts.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/proof_shape_counts.csv
experiments/14_dsl_core/worldcore/outputs/proof_space.png,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/proof_space.png
experiments/14_dsl_core/worldcore/outputs/proofs,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/proofs
experiments/14_dsl_core/worldcore/outputs/reasoning_family_audit.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/reasoning_family_audit.csv
experiments/14_dsl_core/worldcore/outputs/sampling_simulation.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/sampling_simulation.csv
experiments/14_dsl_core/worldcore/outputs/task_novelty_curve.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/task_novelty_curve.csv
experiments/14_dsl_core/worldcore/outputs/world_novelty_curve.csv,result,ignored,experiments_13_18,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/14_dsl_core/worldcore/outputs/world_novelty_curve.csv
experiments/14_dsl_core/worldcore/pyproject.toml,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/pyproject.toml
experiments/14_dsl_core/worldcore/requirements.txt,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/requirements.txt
experiments/14_dsl_core/worldcore/scripts/run_capacity.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/scripts/run_capacity.py
experiments/14_dsl_core/worldcore/scripts/run_fld_sanity.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/scripts/run_fld_sanity.py
experiments/14_dsl_core/worldcore/scripts/run_negative_control.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/scripts/run_negative_control.py
experiments/14_dsl_core/worldcore/scripts/run_openendedness.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/scripts/run_openendedness.py
experiments/14_dsl_core/worldcore/scripts/run_opportunity_audit.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/scripts/run_opportunity_audit.py
experiments/14_dsl_core/worldcore/scripts/run_proof_diagnostics.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/scripts/run_proof_diagnostics.py
experiments/14_dsl_core/worldcore/src/worldcore/__init__.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/src/worldcore/__init__.py
experiments/14_dsl_core/worldcore/src/worldcore/__pycache__,archive,ignored,experiments_13_18,delete_candidate,generated interpreter/test cache; not research evidence,no destination; remove from working tree after approval or keep ignored locally
experiments/14_dsl_core/worldcore/src/worldcore/baselines.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/src/worldcore/baselines.py
experiments/14_dsl_core/worldcore/src/worldcore/canonical.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/src/worldcore/canonical.py
experiments/14_dsl_core/worldcore/src/worldcore/experiments.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/src/worldcore/experiments.py
experiments/14_dsl_core/worldcore/src/worldcore/generator.py,code,untracked,experiments_13_18,keep_reference,newer untracked research experiment sequence; executable/spec/result split should be normalized before committing,experiments/14_dsl_core/worldcore/src/worldcore/generator.py
